sku,forecast,actual,volume,inventory_on_hand,safety_stock,lead_time_days,supplier_otif,demand_volatility_cv,margin
SKU-01451,1577,1523,1572,2690,960,6,0.934,0.139,3.55
SKU-01452,1330,1043,1305,4009,448,57,0.726,0.067,11.31
SKU-01453,309,353,341,4870,981,55,0.723,0.03,2.64
SKU-01454,1636,1849,1513,823,904,30,0.714,0.424,10.65
SKU-01455,436,423,374,3263,823,59,0.819,0.216,1.13
SKU-01456,1545,1370,1296,4171,525,48,0.685,0.365,13.86
SKU-01457,296,290,300,4288,312,45,0.821,0.43,4.77
SKU-01458,1385,1847,1563,1075,1131,7,0.798,0.245,11.93
SKU-01459,1251,1317,1494,73,1075,8,0.971,0.169,11.57
SKU-01460,815,725,938,4858,928,15,0.827,0.389,5.73
SKU-01461,1448,1517,1451,2602,856,5,0.689,0.436,13.13
SKU-01462,712,865,980,555,1070,48,0.742,0.069,3.65
SKU-01463,439,485,483,810,590,43,0.875,0.419,4.08
SKU-01464,1390,1457,1469,4504,368,28,0.711,0.33,13.56
SKU-01465,987,915,1129,66,401,6,0.816,0.24,10.46
SKU-01466,977,956,793,4089,569,21,0.887,0.233,8.15
SKU-01467,924,910,984,2175,1017,47,0.816,0.087,7.2
SKU-01468,1680,1396,1634,1686,675,14,0.778,0.437,7.34
SKU-01469,892,930,903,446,464,7,0.946,0.176,8.62
SKU-01470,415,415,427,4739,513,36,0.793,0.19,7.18
SKU-01471,1100,707,1312,591,504,23,0.68,0.266,8.38
SKU-01472,510,676,513,118,1197,34,0.854,0.046,3.38
SKU-01473,1473,1460,1395,3696,1064,48,0.733,0.402,5.7
SKU-01474,516,604,447,2024,373,37,0.824,0.062,6.6
SKU-01475,788,630,973,911,669,28,0.943,0.044,12.53
SKU-01476,1680,2339,1865,3076,934,51,0.752,0.327,6.73
SKU-01477,1174,1091,1264,3937,835,50,0.749,0.212,13.04
SKU-01478,1163,1237,955,3864,235,57,0.957,0.421,6.1
SKU-01479,474,479,508,2678,609,17,0.716,0.246,0.94
SKU-01480,313,229,287,85,753,58,0.71,0.021,2.6
SKU-01481,196,120,182,1412,363,34,0.806,0.184,12.8
SKU-01482,675,620,632,4434,545,44,0.754,0.244,3.51
SKU-01483,1291,1588,1460,4149,747,34,0.842,0.366,9.22
SKU-01484,1630,1795,1913,1265,264,53,0.929,0.215,9.27
SKU-01485,165,114,163,4305,1074,53,0.921,0.422,3.9
SKU-01486,1337,1236,1362,225,758,48,0.912,0.183,1.47
SKU-01487,1709,1199,1721,2145,559,51,0.763,0.263,10.02
SKU-01488,1838,1885,1541,4750,674,59,0.761,0.173,3.81
SKU-01489,1786,2584,1719,1458,579,34,0.983,0.437,0.92
SKU-01490,779,442,998,1101,886,56,0.915,0.439,2.9
SKU-01491,972,708,793,689,257,20,0.85,0.212,10.58
SKU-01492,1728,1956,1768,497,699,7,0.913,0.431,14.07
SKU-01493,505,530,572,2383,66,24,0.971,0.379,8.07
SKU-01494,1247,1441,1305,341,531,59,0.853,0.401,0.87
SKU-01495,857,657,785,273,875,51,0.674,0.155,5.75
SKU-01496,278,278,248,3874,851,55,0.875,0.107,5.47
SKU-01497,863,1263,994,3024,872,39,0.812,0.05,12.44
SKU-01498,1628,629,1717,197,725,25,0.658,0.351,10.15
SKU-01499,1359,1271,1349,3542,251,56,0.866,0.296,6.36
SKU-01500,210,137,195,3594,81,26,0.962,0.294,4.07
SKU-01501,991,929,1082,959,906,14,0.721,0.381,13.77
SKU-01502,976,708,1034,765,304,54,0.834,0.027,8.2
SKU-01503,656,640,694,590,502,30,0.879,0.093,0.69
SKU-01504,471,522,450,4763,1026,21,0.988,0.198,1.62
SKU-01505,428,410,495,3778,307,52,0.733,0.247,8.22
SKU-01506,2112,1911,1817,1558,1092,6,0.816,0.162,6.99
SKU-01507,1836,2394,1595,3522,944,19,0.713,0.212,11.66
SKU-01508,1881,2197,1690,3400,398,50,0.665,0.173,14.71
SKU-01509,2273,2431,1801,1931,365,36,0.712,0.032,5.54
SKU-01510,396,344,523,2466,652,58,0.838,0.301,7.35
SKU-01511,158,171,156,394,974,38,0.671,0.312,9.54
SKU-01512,299,282,335,1551,1030,13,0.691,0.112,6.84
SKU-01513,1504,1391,1579,3110,612,13,0.805,0.184,10.8
SKU-01514,1155,967,1151,934,269,43,0.67,0.409,8.06
SKU-01515,829,948,958,3302,691,14,0.836,0.26,11.59
SKU-01516,561,665,608,3341,299,9,0.949,0.075,1.85
SKU-01517,500,516,535,3812,1187,22,0.765,0.154,1.89
SKU-01518,1334,1879,1464,1978,186,9,0.956,0.406,11.72
SKU-01519,1700,1732,1386,2991,154,54,0.668,0.233,14.44
SKU-01520,1145,1367,1250,2827,703,26,0.702,0.381,6.63
SKU-01521,1312,1142,1427,3699,129,37,0.673,0.19,8.71
SKU-01522,1438,1655,1569,4683,119,20,0.785,0.273,14.93
SKU-01523,938,870,915,930,1148,46,0.794,0.304,3.28
SKU-01524,625,515,603,37,1114,31,0.847,0.361,0.6
SKU-01525,1740,1867,1703,4713,77,34,0.674,0.171,14.21
SKU-01526,414,559,367,4511,784,44,0.886,0.15,7.86
SKU-01527,1104,1027,1186,4737,629,30,0.913,0.125,10.22
SKU-01528,1069,755,1087,563,1088,6,0.764,0.358,1.52
SKU-01529,1219,1203,1205,4235,600,58,0.707,0.302,8.79
SKU-01530,120,46,115,3876,555,43,0.889,0.401,0.72
SKU-01531,419,379,435,41,84,40,0.657,0.18,8.21
SKU-01532,977,1034,942,2999,372,38,0.781,0.387,6.78
SKU-01533,638,612,686,4576,897,45,0.837,0.222,9.53
SKU-01534,1163,1301,1715,2269,90,50,0.987,0.399,4.71
SKU-01535,921,900,868,3346,849,40,0.77,0.402,12.58
SKU-01536,1795,1387,1980,1568,474,30,0.689,0.138,12.64
SKU-01537,880,1048,875,890,1082,49,0.751,0.182,9.88
SKU-01538,1760,1632,1441,4041,1078,56,0.769,0.378,12.41
SKU-01539,540,606,582,2118,544,32,0.827,0.21,11.5
SKU-01540,1010,1071,1203,1103,437,22,0.723,0.217,0.76
SKU-01541,2483,2689,1902,4120,582,52,0.808,0.165,7.25
SKU-01542,158,177,132,3527,635,23,0.841,0.343,1.31
SKU-01543,523,289,462,3076,255,27,0.893,0.387,0.88
SKU-01544,1504,1594,1470,1234,654,9,0.949,0.276,5.81
SKU-01545,1552,1688,1365,4918,775,8,0.782,0.354,2.45
SKU-01546,273,270,270,73,593,13,0.683,0.311,10.87
SKU-01547,638,597,624,743,965,53,0.667,0.04,14.22
SKU-01548,1051,1052,922,4167,804,5,0.814,0.273,6.98
SKU-01549,1557,1411,1277,3116,480,31,0.721,0.227,4.14
SKU-01550,891,1102,1572,1455,70,22,0.842,0.267,3.58
SKU-01551,1392,1126,1598,329,358,16,0.726,0.061,8.2
SKU-01552,88,116,113,4732,639,24,0.76,0.09,13.29
SKU-01553,1350,1246,1234,2628,1142,27,0.912,0.286,12.09
SKU-01554,386,445,376,187,1103,59,0.682,0.021,10.13
SKU-01555,1526,1371,1605,2142,1059,50,0.668,0.358,5.32
SKU-01556,1446,943,1383,3087,418,11,0.921,0.136,12.25
SKU-01557,2043,2681,1948,2091,427,44,0.754,0.042,6.65
SKU-01558,1522,1077,1628,3146,405,13,0.913,0.208,0.63
SKU-01559,738,724,719,2651,118,23,0.741,0.385,13.49
SKU-01560,524,442,582,4499,56,24,0.876,0.051,3.96
SKU-01561,1823,1833,1821,2244,1058,7,0.96,0.064,6.47
SKU-01562,862,883,908,4178,588,32,0.825,0.334,11.46
SKU-01563,1412,1129,1492,4706,515,32,0.905,0.149,4.03
SKU-01564,1275,1904,1611,1799,125,38,0.652,0.245,12.46
SKU-01565,622,487,632,2192,1047,31,0.706,0.389,9.87
SKU-01566,1374,1037,1296,2606,589,49,0.858,0.121,13.71
SKU-01567,263,278,231,3101,360,48,0.832,0.399,8.87
SKU-01568,1815,2251,1574,1298,232,27,0.653,0.222,2.77
SKU-01569,962,1092,789,42,1149,13,0.817,0.369,11.92
SKU-01570,1138,1209,1075,1932,889,35,0.961,0.174,1.79
SKU-01571,675,760,578,1667,850,57,0.733,0.245,9.69
SKU-01572,344,483,445,4490,381,51,0.705,0.025,7.25
SKU-01573,431,276,472,3939,442,36,0.772,0.346,14.37
SKU-01574,1572,1732,1697,2878,103,14,0.916,0.202,3.17
SKU-01575,1610,1488,1607,2648,73,31,0.7,0.285,14.76
SKU-01576,1597,1712,1682,715,536,36,0.673,0.417,9.31
SKU-01577,560,576,597,1845,419,34,0.704,0.046,7.55
SKU-01578,379,369,441,153,700,50,0.787,0.302,4.72
SKU-01579,1724,1606,1681,4103,333,28,0.684,0.188,1.48
SKU-01580,1445,959,1748,2446,352,32,0.943,0.117,0.66
SKU-01581,1242,1530,1633,4888,746,18,0.822,0.196,14.01
SKU-01582,976,611,1119,2686,1174,19,0.79,0.444,0.88
SKU-01583,2223,2466,1755,26,234,16,0.755,0.084,6.65
SKU-01584,749,552,737,798,195,54,0.918,0.284,3.42
SKU-01585,559,705,482,2072,894,55,0.933,0.032,9.1
SKU-01586,489,448,514,658,509,9,0.717,0.088,3.2
SKU-01587,1071,1049,1324,248,829,53,0.842,0.19,2.61
SKU-01588,256,260,299,1326,387,23,0.911,0.152,11.99
SKU-01589,894,1154,962,4398,192,15,0.828,0.132,10.58
SKU-01590,492,663,542,3529,981,28,0.883,0.022,5.87
SKU-01591,656,527,637,4516,949,59,0.973,0.348,11.1
SKU-01592,689,612,689,1116,957,41,0.747,0.329,7.51
SKU-01593,131,166,160,1522,1154,55,0.745,0.166,9.18
SKU-01594,177,165,212,4240,712,32,0.68,0.387,8.1
SKU-01595,372,351,434,1175,413,44,0.948,0.264,12.16
SKU-01596,136,170,124,1658,874,8,0.987,0.286,5.79
SKU-01597,2134,2137,1767,4519,455,3,0.928,0.18,11.49
SKU-01598,1113,1182,1043,516,1098,31,0.847,0.152,11.48
SKU-01599,1575,1631,1401,1777,552,46,0.885,0.342,5.96
SKU-01600,702,710,673,117,164,13,0.684,0.048,0.9
SKU-01601,1501,1581,1944,4488,841,30,0.786,0.048,10.44
SKU-01602,789,1010,921,1066,371,25,0.929,0.263,9.7
SKU-01603,1285,1285,1533,4969,736,53,0.89,0.289,3.66
SKU-01604,1567,1696,1567,93,413,14,0.796,0.205,11.53
SKU-01605,104,128,104,1154,1050,3,0.757,0.235,9.25
SKU-01606,1196,1015,1185,4510,756,13,0.652,0.044,9.47
SKU-01607,380,393,418,4814,291,16,0.969,0.304,1.71
SKU-01608,2274,2414,1982,617,862,44,0.8,0.2,6.12
SKU-01609,1746,2121,1413,4649,641,32,0.974,0.404,5.73
SKU-01610,1740,1987,1712,1684,367,59,0.879,0.361,5.07
SKU-01611,1070,1158,928,4389,1079,13,0.815,0.178,12.7
SKU-01612,101,128,107,2778,876,38,0.726,0.345,9.1
SKU-01613,918,928,981,3261,841,3,0.717,0.03,11.56
SKU-01614,1908,2293,1606,3132,721,56,0.867,0.189,7.9
SKU-01615,1513,1954,1562,3597,1101,13,0.738,0.063,9.03
SKU-01616,1248,1747,1035,744,1009,15,0.806,0.199,14.63
SKU-01617,2323,2635,1795,2861,685,34,0.714,0.287,11.25
SKU-01618,784,773,871,2679,717,11,0.669,0.165,14.14
SKU-01619,212,185,206,2085,1139,47,0.83,0.409,2.39
SKU-01620,1736,860,1828,3105,1132,47,0.663,0.425,5.15
SKU-01621,898,1029,897,3035,827,59,0.666,0.234,5.23
SKU-01622,1437,1502,1623,1463,890,17,0.739,0.436,5.7
SKU-01623,329,357,359,1074,845,36,0.88,0.299,5.36
SKU-01624,1989,2048,1887,816,982,57,0.913,0.168,8.38
SKU-01625,1637,1485,1398,2299,1120,57,0.797,0.299,5.09
SKU-01626,759,1019,729,522,1102,59,0.708,0.02,2.11
SKU-01627,1213,1047,1224,3727,306,7,0.669,0.171,7.93
SKU-01628,1492,1591,1232,4567,494,31,0.813,0.296,12.32
SKU-01629,281,282,290,1124,1042,48,0.673,0.443,11.74
SKU-01630,1189,1082,1175,1254,457,29,0.888,0.064,3.54
SKU-01631,1664,1845,1801,2444,86,31,0.673,0.301,5.95
SKU-01632,1634,860,1947,3597,645,50,0.858,0.135,3.41
SKU-01633,1421,1285,1325,4441,223,13,0.8,0.306,1.65
SKU-01634,894,706,1058,4804,916,52,0.85,0.298,14.32
SKU-01635,1461,1397,1260,4898,77,3,0.826,0.34,6.72
SKU-01636,96,109,113,927,301,34,0.867,0.21,9.95
SKU-01637,723,732,823,3125,953,25,0.986,0.107,11.72
SKU-01638,1613,1654,1311,2918,1047,53,0.918,0.193,2.18
SKU-01639,440,430,382,2762,593,47,0.785,0.095,4.09
SKU-01640,949,1062,908,3886,440,32,0.653,0.216,10.92
SKU-01641,997,976,920,2704,1123,55,0.721,0.04,7.49
SKU-01642,1534,1167,1188,3920,851,48,0.704,0.414,5.73
SKU-01643,1395,1692,1794,2713,221,45,0.883,0.17,8.89
SKU-01644,252,284,248,926,471,22,0.975,0.238,3.51
SKU-01645,917,1032,828,4182,1000,41,0.844,0.342,9.94
SKU-01646,711,971,707,2139,335,36,0.724,0.314,0.93
SKU-01647,1264,1275,1213,3031,93,25,0.843,0.284,3.79
SKU-01648,1226,1499,1116,213,634,43,0.987,0.414,11.7
SKU-01649,1741,1549,1216,1273,797,54,0.893,0.316,1.59
SKU-01650,687,714,731,3596,159,8,0.762,0.119,12.02
SKU-01651,831,685,959,1214,50,11,0.655,0.201,6.02
SKU-01652,247,159,270,1339,723,38,0.712,0.325,8.38
SKU-01653,512,420,582,2609,665,49,0.766,0.098,7.02
SKU-01654,1795,1585,1580,3553,652,52,0.788,0.328,6.5
SKU-01655,339,326,308,783,942,45,0.928,0.412,9.42
SKU-01656,1760,1839,1639,254,692,18,0.66,0.031,0.84
SKU-01657,1162,1100,1231,3275,808,56,0.672,0.146,2.29
SKU-01658,1109,969,1492,3969,1091,44,0.653,0.343,6.21
SKU-01659,1373,1270,1712,2260,406,57,0.934,0.414,14.38
SKU-01660,1260,1078,1244,156,74,36,0.943,0.316,10.18
SKU-01661,500,470,514,3079,66,56,0.835,0.313,9.72
SKU-01662,1620,1533,1768,1440,279,55,0.876,0.149,2.38
SKU-01663,1736,1305,1934,239,223,23,0.675,0.13,13.78
SKU-01664,989,852,1125,546,501,15,0.817,0.382,14.3
SKU-01665,1180,1113,1010,220,795,35,0.984,0.028,5.19
SKU-01666,254,214,274,3694,1153,31,0.771,0.226,11.02
SKU-01667,2073,1740,1993,2468,1184,39,0.717,0.183,12.01
SKU-01668,1381,1706,1328,2253,1105,4,0.695,0.373,1.99
SKU-01669,693,576,670,4477,154,51,0.856,0.115,3.89
SKU-01670,1618,1756,1394,349,1174,3,0.682,0.383,10.51
SKU-01671,1977,1713,1914,4381,239,8,0.68,0.415,8.39
SKU-01672,602,556,512,2143,1103,59,0.911,0.214,1.38
SKU-01673,119,80,125,1526,512,15,0.794,0.123,5.02
SKU-01674,1184,1352,1314,3190,622,3,0.748,0.086,5.92
SKU-01675,505,508,401,2298,418,27,0.972,0.243,7.92
SKU-01676,119,149,97,4574,176,15,0.7,0.279,12.15
SKU-01677,1329,1683,1361,118,570,9,0.954,0.032,8.79
SKU-01678,575,580,538,1215,398,22,0.813,0.362,12.35
SKU-01679,995,1142,1178,2656,227,43,0.77,0.127,10.21
SKU-01680,790,816,873,2529,514,31,0.718,0.033,14.03
SKU-01681,894,957,935,3938,489,30,0.923,0.399,9.5
SKU-01682,1071,1098,1166,4256,1052,5,0.885,0.444,9.7
SKU-01683,1638,1720,1587,3389,948,35,0.935,0.157,11.17
SKU-01684,301,354,295,548,1150,20,0.874,0.359,8.51
SKU-01685,400,376,437,2124,486,39,0.677,0.165,0.73
SKU-01686,1536,1784,1564,2229,941,55,0.867,0.292,6.1
SKU-01687,960,973,1025,4281,64,34,0.913,0.166,6.2
SKU-01688,334,296,513,1264,1076,28,0.793,0.411,9.74
SKU-01689,511,517,489,3314,554,42,0.665,0.381,8.67
SKU-01690,1143,998,1035,1794,894,28,0.892,0.226,2.21
SKU-01691,1634,2042,1772,2043,345,18,0.791,0.354,2.04
SKU-01692,236,228,203,3314,1040,37,0.693,0.294,1.63
SKU-01693,524,556,469,3934,854,22,0.835,0.329,6.02
SKU-01694,420,359,460,4273,388,50,0.849,0.162,5.39
SKU-01695,2080,1914,1934,2533,578,59,0.985,0.182,9.3
SKU-01696,1458,917,1550,808,835,19,0.82,0.297,5.61
SKU-01697,1740,1652,1747,1917,951,9,0.856,0.229,7.26
SKU-01698,1232,1457,1263,1543,514,50,0.666,0.034,12.95
SKU-01699,1728,1637,1637,4049,742,19,0.932,0.253,13.56
SKU-01700,120,150,120,832,478,38,0.708,0.27,0.74
SKU-01701,1367,1400,1330,1125,986,53,0.742,0.196,6.02
SKU-01702,1791,1805,1661,3728,919,43,0.918,0.065,8.34
SKU-01703,1225,1458,1109,4553,1135,31,0.886,0.116,9.33
SKU-01704,902,754,925,936,530,36,0.766,0.291,11.9
SKU-01705,76,76,81,1051,389,53,0.956,0.095,3.1
SKU-01706,570,569,568,4083,819,58,0.782,0.293,7.64
SKU-01707,472,522,506,3886,878,30,0.811,0.089,13.56
SKU-01708,1400,938,1220,358,187,32,0.776,0.2,7.96
SKU-01709,659,650,760,2830,659,57,0.668,0.189,12.28
SKU-01710,1704,1976,1660,2406,1161,34,0.667,0.439,6.85
SKU-01711,1129,1314,1384,2386,380,15,0.814,0.077,7.9
SKU-01712,2031,2204,1964,479,96,10,0.899,0.318,2.54
SKU-01713,537,441,516,2434,903,8,0.741,0.407,3.83
SKU-01714,819,644,1015,4621,732,31,0.895,0.327,14.04
SKU-01715,551,662,447,3178,973,10,0.94,0.122,3.3
SKU-01716,1345,1305,1434,4323,481,3,0.892,0.076,5.08
SKU-01717,1625,1511,1265,272,823,25,0.76,0.286,13.64
SKU-01718,1547,1325,1741,617,1008,31,0.857,0.177,9.57
SKU-01719,790,1045,728,2792,202,21,0.684,0.161,1.06
SKU-01720,764,1088,910,4250,1125,37,0.805,0.278,11.03
SKU-01721,839,646,720,464,405,14,0.808,0.359,12.37
SKU-01722,1382,653,1589,4594,930,37,0.934,0.272,8.65
SKU-01723,638,669,729,2679,1045,12,0.73,0.343,10.52
SKU-01724,218,234,215,1798,892,44,0.788,0.335,4.67
SKU-01725,968,1118,1200,4786,314,51,0.711,0.166,12.31
SKU-01726,176,162,221,3660,1062,45,0.835,0.124,8.04
SKU-01727,345,440,331,2187,940,27,0.934,0.358,8.24
SKU-01728,998,876,1043,2720,1183,37,0.984,0.154,12.76
SKU-01729,1572,1503,1635,3364,1006,25,0.669,0.022,11.75
SKU-01730,1848,1942,1983,4112,698,58,0.706,0.26,1.16
SKU-01731,576,544,479,614,961,22,0.943,0.393,1.34
SKU-01732,1498,1065,1515,4895,312,36,0.905,0.035,4.49
SKU-01733,417,517,504,3767,68,8,0.825,0.068,6.87
SKU-01734,458,694,576,2713,894,15,0.705,0.383,5.39
SKU-01735,810,758,1020,3288,1119,36,0.9,0.262,4.92
SKU-01736,961,1241,1001,2372,748,47,0.69,0.385,11.67
SKU-01737,822,803,800,1675,536,12,0.669,0.132,12.54
SKU-01738,1679,1548,1407,4419,1030,14,0.937,0.331,4.46
SKU-01739,899,1006,1012,1105,149,33,0.828,0.115,5.83
SKU-01740,1645,1506,1888,1439,323,31,0.752,0.313,13.65
SKU-01741,347,412,362,2152,838,33,0.862,0.097,11.68
SKU-01742,1148,652,1220,3596,772,7,0.959,0.047,3.45
SKU-01743,244,235,244,2096,811,48,0.897,0.111,3.06
SKU-01744,153,103,165,4290,508,44,0.853,0.288,4.31
SKU-01745,118,136,115,2493,191,43,0.699,0.4,12.79
SKU-01746,733,511,690,3785,454,9,0.782,0.389,3.03
SKU-01747,987,1240,888,1069,1092,11,0.86,0.292,1.08
SKU-01748,1636,1495,1553,678,803,12,0.758,0.1,2.28
SKU-01749,177,181,183,337,150,28,0.84,0.261,2.65
SKU-01750,1294,1259,1144,2929,1171,53,0.752,0.059,13.74
SKU-01751,246,226,249,3057,949,4,0.839,0.28,11.24
SKU-01752,377,252,530,1824,952,21,0.703,0.358,1.35
SKU-01753,795,979,884,3280,1112,41,0.955,0.151,3.44
SKU-01754,1372,871,1415,3534,678,39,0.685,0.074,3.15
SKU-01755,2147,1771,1573,1287,1063,58,0.864,0.264,14.56
SKU-01756,197,236,172,3406,388,32,0.795,0.255,10.53
SKU-01757,1287,1346,1525,4466,621,21,0.725,0.051,3.49
SKU-01758,1845,1910,1974,900,221,43,0.706,0.098,11.85
SKU-01759,1329,1518,1347,4976,1041,53,0.858,0.449,9.46
SKU-01760,732,745,1032,848,1062,50,0.886,0.358,10.46
SKU-01761,291,231,280,567,763,43,0.957,0.151,2.06
SKU-01762,436,558,476,3133,1132,25,0.715,0.066,0.94
SKU-01763,600,413,673,2664,745,34,0.716,0.03,6.49
SKU-01764,505,547,561,76,1036,41,0.765,0.185,2.22
SKU-01765,1517,1464,1785,754,199,52,0.728,0.281,11.22
SKU-01766,2301,2552,1784,990,863,9,0.742,0.134,13.44
SKU-01767,1364,1775,1453,1506,124,28,0.884,0.044,3.9
SKU-01768,241,186,228,1469,896,42,0.862,0.074,12.19
SKU-01769,1948,1830,1960,1442,1082,5,0.886,0.253,5.92
SKU-01770,1808,2476,1640,4881,999,6,0.864,0.06,6.16
SKU-01771,468,459,440,4799,176,47,0.74,0.435,14.38
SKU-01772,1980,1451,1515,1179,767,46,0.786,0.322,9.54
SKU-01773,206,179,217,2147,64,55,0.945,0.242,5.57
SKU-01774,490,566,394,750,445,59,0.892,0.291,13.08
SKU-01775,609,665,671,2800,198,43,0.762,0.338,3.75
SKU-01776,468,138,627,532,1086,44,0.772,0.158,10.05
SKU-01777,926,867,1431,2197,1167,24,0.892,0.151,14.4
SKU-01778,167,123,186,750,140,59,0.882,0.377,10.12
SKU-01779,778,748,866,3738,137,35,0.692,0.385,14.11
SKU-01780,981,1194,1529,1490,940,10,0.802,0.308,6.8
SKU-01781,754,466,779,4823,478,30,0.812,0.407,14.61
SKU-01782,1272,1117,1342,966,708,57,0.699,0.36,9.4
SKU-01783,1481,1415,1544,943,264,12,0.816,0.135,4.91
SKU-01784,1373,1251,1529,3227,113,30,0.65,0.24,4.51
SKU-01785,1385,750,1774,1409,1041,57,0.807,0.239,4.55
SKU-01786,604,399,701,1394,174,18,0.912,0.328,12.78
SKU-01787,1527,1677,1741,4227,753,32,0.705,0.051,2.67
SKU-01788,344,294,363,3979,440,57,0.856,0.372,11.3
SKU-01789,1743,1659,1579,2707,292,9,0.699,0.343,1.37
SKU-01790,1262,1259,1338,4203,345,52,0.852,0.169,3.54
SKU-01791,1082,1054,1105,1313,254,24,0.943,0.282,12.67
SKU-01792,628,597,682,3810,863,50,0.964,0.144,0.91
SKU-01793,60,54,83,2572,547,12,0.83,0.281,3.58
SKU-01794,1559,1648,1253,538,543,12,0.745,0.324,7.18
SKU-01795,1396,1432,1769,2532,649,8,0.723,0.283,1.35
SKU-01796,564,569,538,2779,1155,13,0.948,0.381,10.71
SKU-01797,2068,2072,1822,681,934,35,0.802,0.363,11.29
SKU-01798,2190,1940,1873,1560,592,23,0.981,0.255,12.55
SKU-01799,1353,1137,1457,3043,621,47,0.772,0.131,2.94
SKU-01800,471,442,597,3324,586,9,0.745,0.339,10.07
SKU-01801,1425,1347,1435,1974,685,7,0.821,0.022,9.59
SKU-01802,1912,1818,1642,621,950,37,0.894,0.025,13.03
SKU-01803,1059,1060,967,1209,378,30,0.674,0.272,6.87
SKU-01804,1549,1869,1586,3981,1054,54,0.878,0.394,4.12
SKU-01805,403,449,610,4264,978,13,0.961,0.388,14.03
SKU-01806,1526,1042,1521,980,78,32,0.825,0.435,7.8
SKU-01807,975,1178,1128,4727,732,55,0.748,0.446,1.76
SKU-01808,1924,1521,1720,3449,336,30,0.872,0.132,10.81
SKU-01809,1244,1280,1296,2538,948,51,0.686,0.037,8.69
SKU-01810,1103,1074,1005,3156,460,51,0.783,0.155,3.49
SKU-01811,422,281,479,3087,540,14,0.739,0.311,8.0
SKU-01812,466,270,441,975,1086,28,0.732,0.046,12.9
SKU-01813,2189,1712,1880,3020,1006,32,0.742,0.425,6.6
SKU-01814,1178,1292,1157,144,627,25,0.663,0.208,5.79
SKU-01815,2093,1786,1953,705,895,17,0.917,0.429,13.46
SKU-01816,74,76,87,3868,503,46,0.859,0.203,5.97
SKU-01817,177,184,137,496,141,49,0.8,0.04,2.45
SKU-01818,1220,1586,1477,3033,267,18,0.732,0.093,10.88
SKU-01819,868,1109,1773,621,938,51,0.782,0.324,9.91
SKU-01820,731,840,811,1468,1115,29,0.677,0.348,0.56
SKU-01821,665,656,615,3102,963,27,0.987,0.293,9.06
SKU-01822,1372,1527,1807,3059,165,35,0.682,0.243,9.07
SKU-01823,1916,1385,1702,2032,1052,42,0.762,0.083,13.13
SKU-01824,1793,2132,1739,1386,579,22,0.706,0.215,2.75
SKU-01825,2237,2029,1914,4013,297,56,0.785,0.108,9.17
SKU-01826,338,333,251,380,803,13,0.868,0.349,13.4
SKU-01827,711,776,787,4328,647,13,0.749,0.207,10.23
SKU-01828,512,516,583,1849,773,4,0.931,0.433,11.38
SKU-01829,323,299,362,2434,851,24,0.697,0.274,10.54
SKU-01830,231,284,238,2048,1041,19,0.969,0.356,1.07
SKU-01831,1725,2471,1793,3535,1123,19,0.886,0.379,14.31
SKU-01832,797,992,782,421,949,18,0.877,0.396,13.51
SKU-01833,213,215,255,994,862,6,0.859,0.082,8.27
SKU-01834,1216,1701,1088,2757,950,59,0.708,0.29,6.01
SKU-01835,1985,2116,1650,4382,740,41,0.934,0.258,11.13
SKU-01836,990,745,1018,4229,461,29,0.711,0.062,5.9
SKU-01837,1365,1252,1742,376,978,49,0.822,0.024,6.24
SKU-01838,875,858,781,3254,881,57,0.881,0.089,5.94
SKU-01839,887,1124,974,134,404,27,0.967,0.068,4.86
SKU-01840,1075,1089,939,2417,331,30,0.685,0.184,9.86
SKU-01841,867,716,825,1077,196,27,0.973,0.186,13.92
SKU-01842,1770,1255,1889,4692,653,35,0.941,0.19,2.16
SKU-01843,1165,1019,1152,590,194,21,0.66,0.162,1.31
SKU-01844,1776,2319,1491,4028,409,53,0.77,0.3,14.59
SKU-01845,477,384,533,3019,1025,11,0.662,0.065,13.37
SKU-01846,2031,1307,1843,477,827,58,0.809,0.086,9.51
SKU-01847,2071,2383,1926,2091,1166,46,0.974,0.367,1.07
SKU-01848,964,1210,1119,1388,208,24,0.859,0.357,13.98
SKU-01849,1542,1823,1528,1555,475,58,0.72,0.4,7.95
SKU-01850,1975,2181,1801,4760,531,40,0.852,0.397,9.59
SKU-01851,1327,1621,1090,2602,220,54,0.938,0.357,4.81
SKU-01852,585,505,532,334,1172,50,0.975,0.312,12.72
SKU-01853,76,61,110,2691,183,49,0.892,0.438,6.1
SKU-01854,1683,1953,1806,2790,524,40,0.895,0.09,3.15
SKU-01855,606,624,631,2457,688,13,0.944,0.429,4.82
SKU-01856,966,972,846,1393,857,39,0.716,0.326,10.62
SKU-01857,1352,1437,1223,3379,857,3,0.896,0.36,2.0
SKU-01858,850,903,885,1325,515,3,0.93,0.416,14.76
SKU-01859,1643,1597,1408,640,905,53,0.864,0.403,12.27
SKU-01860,1340,1941,1256,2104,331,8,0.918,0.446,12.68
SKU-01861,1867,1304,1624,4676,659,41,0.82,0.099,4.58
SKU-01862,2231,1864,1799,3611,377,41,0.929,0.174,5.23
SKU-01863,293,265,299,3587,887,10,0.739,0.426,1.57
SKU-01864,1347,1300,1062,2537,946,13,0.786,0.138,1.29
SKU-01865,338,354,425,58,1016,16,0.66,0.117,7.18
SKU-01866,1721,1337,1738,3207,520,8,0.884,0.127,5.99
